,ID,Market,Survey date,Customer Name,Month,Quarter,NPS,condicional
1127,2127,US,23/10/2021,Ronald Davis,10,4,2,Detratores
1128,2128,MEX,26/07/2021,Sarah Poole,7,3,9,Promotores
1129,2129,US,21/08/2021,Eugene Estrada,8,3,0,Detratores
1130,2130,US,28/02/2021,John Newman,2,1,0,Detratores
1131,2131,MEX,06/10/2021,Isaiah Ball,10,4,4,Detratores
1132,2132,US,18/05/2021,Grace Thomas,5,2,10,Promotores
1133,2133,UK,27/04/2021,Philip Ford,4,2,8,Neutros
1134,2134,MEX,01/02/2021,Angel Swanson,2,1,0,Detratores
1135,2135,MEX,09/09/2021,Alexandra Rodriguez,9,3,2,Detratores
1136,2136,US,26/03/2021,Nancy Sanchez,3,1,9,Promotores
1137,2137,MEX,18/05/2021,Sandra Phillips,5,2,5,Detratores
1138,2138,US,23/05/2021,Michelle Lewis,5,2,9,Promotores
1139,2139,US,04/09/2021,Brett Frost,9,3,3,Detratores
1140,2140,MEX,05/08/2021,Amber Gonzalez,8,3,8,Neutros
1141,2141,US,29/11/2021,Tammy Anderson,11,4,1,Detratores
1142,2142,MEX,06/03/2021,Pamela Peterson,3,1,9,Promotores
1143,2143,MEX,08/12/2021,Jason Lee,12,4,9,Promotores
1144,2144,UK,22/08/2021,Jasmine Callahan,8,3,8,Neutros
1145,2145,US,17/02/2021,Christine Nolan,2,1,1,Detratores
1146,2146,US,12/08/2021,Rebecca Williamson,8,3,8,Neutros
1147,2147,UK,28/08/2021,Miss Melinda Mercado,8,3,3,Detratores
1148,2148,UK,25/08/2021,Catherine Howell,8,3,5,Detratores
1149,2149,UK,01/08/2021,Steven Boone,8,3,10,Promotores
1150,2150,MEX,20/01/2021,Brandon Floyd,1,1,10,Promotores
1151,2151,US,28/01/2021,Alyssa Davis,1,1,1,Detratores
1152,2152,MEX,24/02/2021,Joshua Spence,2,1,8,Neutros
1153,2153,MEX,14/07/2021,Tammy Acosta,7,3,8,Neutros
1154,2154,US,04/03/2021,Ryan Torres,3,1,5,Detratores
1155,2155,US,26/06/2021,Matthew Guerra,6,2,2,Detratores
1156,2156,MEX,15/11/2021,Stephanie Williams,11,4,9,Promotores
1157,2157,US,07/12/2021,Alexandria Riley,12,4,5,Detratores
1158,2158,US,17/10/2021,Tanya Schwartz,10,4,0,Detratores
1159,2159,UK,19/05/2021,Melanie Bailey,5,2,2,Detratores
1160,2160,UK,11/03/2021,Tyler Irwin,3,1,8,Neutros
1161,2161,US,06/01/2021,Zachary Jones,1,1,10,Promotores
1162,2162,UK,21/01/2021,Daniel Rice,1,1,9,Promotores
1163,2163,MEX,07/05/2021,Scott Bender,5,2,0,Detratores
1164,2164,UK,28/10/2021,Charles Rodriguez,10,4,5,Detratores
1165,2165,US,02/09/2021,Amanda Ruiz,9,3,9,Promotores
1166,2166,US,30/04/2021,Kenneth Jordan,4,2,1,Detratores
1167,2167,US,08/11/2021,Russell Norman,11,4,9,Promotores
1168,2168,US,23/02/2021,Gregory Hale,2,1,6,Detratores
1169,2169,UK,04/01/2021,Ms. Lauren Morgan DDS,1,1,6,Detratores
1170,2170,US,18/07/2021,Victoria Reed,7,3,7,Neutros
1171,2171,MEX,09/05/2021,Melissa Hernandez,5,2,10,Promotores
1172,2172,US,20/07/2021,Kimberly Hess,7,3,10,Promotores
1173,2173,US,02/11/2021,David Brown,11,4,10,Promotores
1174,2174,UK,20/07/2021,Ms. Amy Jensen,7,3,10,Promotores
1175,2175,MEX,16/12/2021,Mallory Sharp,12,4,1,Detratores
1176,2176,MEX,31/05/2021,Lawrence Chen,5,2,10,Promotores
1177,2177,MEX,28/01/2021,Scott Dixon,1,1,2,Detratores
1178,2178,US,29/04/2021,Ryan Jordan,4,2,10,Promotores
1179,2179,UK,23/05/2021,Mark Espinoza,5,2,6,Detratores
1180,2180,MEX,03/08/2021,Brandy Gonzalez,8,3,6,Detratores
1181,2181,US,25/11/2021,Bruce Atkins,11,4,9,Promotores
1182,2182,UK,21/06/2021,Diana Miranda,6,2,10,Promotores
1183,2183,MEX,24/02/2021,Kerry Solis,2,1,8,Neutros
1184,2184,UK,20/06/2021,Sean Lee,6,2,5,Detratores
1185,2185,MEX,15/07/2021,Alison Juarez,7,3,9,Promotores
1186,2186,UK,20/07/2021,Jeffery Davis,7,3,10,Promotores
1187,2187,MEX,19/05/2021,Megan Lewis,5,2,10,Promotores
1188,2188,MEX,03/04/2021,Donna Whitehead MD,4,2,0,Detratores
1189,2189,US,03/03/2021,Christina Jones,3,1,10,Promotores
1190,2190,US,30/10/2021,Kurt Steele,10,4,7,Neutros
1191,2191,MEX,31/08/2021,Brenda Potts,8,3,0,Detratores
1192,2192,US,26/05/2021,Kayla Reed,5,2,9,Promotores
1193,2193,MEX,01/03/2021,Travis Williams,3,1,5,Detratores
1194,2194,UK,16/09/2021,Ryan Lee,9,3,4,Detratores
1195,2195,MEX,14/07/2021,Angela Martinez,7,3,9,Promotores
1196,2196,MEX,01/05/2021,Sara Kelly,5,2,9,Promotores
1197,2197,US,22/04/2021,Amy Shaw,4,2,10,Promotores
1198,2198,MEX,23/09/2021,Jermaine Morgan,9,3,8,Neutros
1199,2199,MEX,17/01/2021,Amber Johnson,1,1,8,Neutros
1200,2200,MEX,01/01/2021,Gerald White,1,1,10,Promotores
1201,2201,US,29/12/2021,Luke Scott,12,4,4,Detratores
1202,2202,MEX,18/12/2021,Katherine Murray,12,4,10,Promotores
1203,2203,US,14/04/2021,Mark Walker,4,2,10,Promotores
1204,2204,UK,02/12/2021,Joseph Adams,12,4,9,Promotores
1205,2205,US,10/05/2021,Joseph Liu,5,2,1,Detratores
1206,2206,US,19/10/2021,Lawrence Anderson,10,4,9,Promotores
1207,2207,UK,22/04/2021,Stephanie Reed,4,2,10,Promotores
1208,2208,US,19/04/2021,Emma Koch,4,2,5,Detratores
1209,2209,US,29/08/2021,Natalie Austin,8,3,8,Neutros
1210,2210,US,06/06/2021,Courtney Taylor,6,2,5,Detratores
1211,2211,US,20/08/2021,Michael Cherry,8,3,9,Promotores
1212,2212,US,18/06/2021,Caleb Meyer,6,2,9,Promotores
1213,2213,UK,24/06/2021,Larry Meyer,6,2,2,Detratores
1214,2214,MEX,20/12/2021,Darren Moore,12,4,0,Detratores
1215,2215,MEX,06/09/2021,Annette Williams,9,3,10,Promotores
1216,2216,US,19/07/2021,Courtney Willis,7,3,10,Promotores
1217,2217,UK,15/07/2021,John Gutierrez,7,3,0,Detratores
1218,2218,US,01/06/2021,Dawn Weber,6,2,10,Promotores
1219,2219,MEX,02/08/2021,Michael Brandt,8,3,10,Promotores
1220,2220,UK,18/06/2021,Michael Hamilton,6,2,10,Promotores
1221,2221,UK,01/02/2021,Ryan Norman,2,1,10,Promotores
1222,2222,UK,27/03/2021,Jeffrey Shepherd,3,1,2,Detratores
1223,2223,MEX,18/11/2021,Gregory Copeland,11,4,7,Neutros
1224,2224,US,18/06/2021,Justin Gillespie,6,2,10,Promotores
1225,2225,MEX,27/12/2021,Kristine Miller,12,4,0,Detratores
1226,2226,MEX,04/01/2021,Sabrina Ross,1,1,9,Promotores
1227,2227,MEX,02/12/2021,Crystal Pope,12,4,9,Promotores
1228,2228,UK,21/02/2021,Ryan Ramirez,2,1,9,Promotores
1229,2229,US,13/06/2021,Casey Hatfield,6,2,10,Promotores
1230,2230,MEX,10/04/2021,Sarah Neal,4,2,3,Detratores
1231,2231,UK,08/05/2021,Casey Le,5,2,7,Neutros
1232,2232,US,19/05/2021,Joseph Meyer,5,2,10,Promotores
1233,2233,UK,05/09/2021,Kyle Scott,9,3,9,Promotores
1234,2234,UK,17/03/2021,Virginia Douglas,3,1,7,Neutros
1235,2235,US,23/12/2021,Margaret Martin,12,4,6,Detratores
1236,2236,US,18/11/2021,Ryan Washington,11,4,9,Promotores
1237,2237,US,05/05/2021,Elizabeth Brooks,5,2,1,Detratores
1238,2238,UK,01/06/2021,Jamie Mcguire,6,2,0,Detratores
1239,2239,US,12/05/2021,Laura Joyce,5,2,10,Promotores
1240,2240,US,31/05/2021,Chelsea Burton,5,2,1,Detratores
1241,2241,US,25/10/2021,Katrina Taylor,10,4,10,Promotores
1242,2242,MEX,17/01/2021,Joshua Austin,1,1,10,Promotores
1243,2243,UK,16/11/2021,Vickie Sutton,11,4,9,Promotores
1244,2244,US,13/07/2021,Yolanda Blevins,7,3,8,Neutros
1245,2245,US,08/02/2021,Krystal Chavez,2,1,10,Promotores
1246,2246,MEX,21/02/2021,Todd Hardin,2,1,10,Promotores
1247,2247,UK,21/05/2021,Michael Cooper,5,2,10,Promotores
1248,2248,UK,24/10/2021,Ruben Johnson,10,4,10,Promotores
1249,2249,UK,25/06/2021,Reginald Roberts,6,2,8,Neutros
1250,2250,UK,12/05/2021,Mary Jones,5,2,8,Neutros
1251,2251,MEX,26/06/2021,Elizabeth Hill,6,2,1,Detratores
1252,2252,UK,04/03/2021,Isabella Washington,3,1,10,Promotores
1253,2253,UK,21/12/2021,Leslie Smith,12,4,6,Detratores
1254,2254,UK,17/12/2021,Andrea Flores,12,4,3,Detratores
1255,2255,MEX,12/04/2021,Erica Parsons,4,2,10,Promotores
1256,2256,UK,27/08/2021,Darryl Stevens,8,3,2,Detratores
1257,2257,US,13/07/2021,Jodi Hampton,7,3,9,Promotores
1258,2258,MEX,08/05/2021,Michael Hays,5,2,5,Detratores
1259,2259,US,16/07/2021,Sara Black,7,3,0,Detratores
1260,2260,MEX,15/06/2021,Robert Davis,6,2,0,Detratores
1261,2261,US,27/11/2021,Meredith Patton,11,4,0,Detratores
1262,2262,MEX,19/06/2021,Scott Lucas,6,2,8,Neutros
1263,2263,MEX,17/06/2021,Tiffany Bean,6,2,8,Neutros
1264,2264,MEX,06/12/2021,Matthew Rogers,12,4,10,Promotores
1265,2265,US,08/05/2021,Courtney Butler,5,2,9,Promotores
1266,2266,US,27/01/2021,Justin Romero,1,1,10,Promotores
1267,2267,US,28/07/2021,Lisa Jimenez,7,3,6,Detratores
1268,2268,MEX,14/06/2021,Aaron Cooper,6,2,5,Detratores
1269,2269,MEX,24/02/2021,Dustin Curtis,2,1,8,Neutros
1270,2270,UK,16/07/2021,Jennifer Wade,7,3,2,Detratores
1271,2271,US,10/09/2021,Daniel Cunningham,9,3,8,Neutros
1272,2272,UK,20/12/2021,James Acosta,12,4,8,Neutros
1273,2273,MEX,29/12/2021,Pamela Thomas,12,4,10,Promotores
1274,2274,US,21/06/2021,Michelle Khan,6,2,8,Neutros
1275,2275,MEX,28/04/2021,Jon Hall,4,2,0,Detratores
1276,2276,US,04/01/2021,Alyssa Moore,1,1,8,Neutros
1277,2277,UK,23/01/2021,Angela Barton,1,1,8,Neutros
1278,2278,US,10/07/2021,Mr. Charles Zamora,7,3,10,Promotores
1279,2279,MEX,26/11/2021,Beth Rubio,11,4,4,Detratores
1280,2280,MEX,19/03/2021,Daniel White,3,1,8,Neutros
1281,2281,MEX,20/04/2021,Brian Hernandez,4,2,0,Detratores
1282,2282,UK,28/04/2021,Tammy Gilmore,4,2,10,Promotores
1283,2283,MEX,22/10/2021,Jackson Obrien,10,4,10,Promotores
1284,2284,US,09/04/2021,Joshua Ramirez,4,2,9,Promotores
1285,2285,MEX,10/04/2021,Megan Love,4,2,8,Neutros
1286,2286,MEX,30/05/2021,Riley Tucker,5,2,10,Promotores
1287,2287,MEX,05/03/2021,Cynthia Walker,3,1,10,Promotores
1288,2288,US,06/09/2021,Thomas Kelly,9,3,1,Detratores
1289,2289,US,14/08/2021,Michelle Walker,8,3,10,Promotores
1290,2290,MEX,21/03/2021,Edward Burch,3,1,0,Detratores
1291,2291,US,13/07/2021,Annette Duncan,7,3,8,Neutros
1292,2292,US,18/04/2021,Maria Torres,4,2,10,Promotores
1293,2293,UK,09/02/2021,Vincent Flores,2,1,10,Promotores
1294,2294,MEX,07/09/2021,Lisa Lawrence,9,3,8,Neutros
1295,2295,US,31/03/2021,Kevin Johnston,3,1,10,Promotores
1296,2296,MEX,25/11/2021,Joseph Alvarez,11,4,8,Neutros
1297,2297,MEX,23/01/2021,Charles Carpenter,1,1,6,Detratores
1298,2298,US,05/11/2021,John Arnold,11,4,7,Neutros
1299,2299,UK,24/10/2021,Taylor Young,10,4,0,Detratores
1300,2300,UK,18/11/2021,Robin Rodgers,11,4,8,Neutros
1301,2301,MEX,24/02/2021,Krista Salazar,2,1,10,Promotores
1302,2302,MEX,28/07/2021,Matthew Rodriguez,7,3,9,Promotores
1303,2303,US,06/07/2021,Jennifer Nichols,7,3,10,Promotores
1304,2304,US,07/02/2021,Martin Lewis,2,1,8,Neutros
1305,2305,US,14/11/2021,Eduardo Smith,11,4,9,Promotores
1306,2306,UK,14/12/2021,Brian Evans,12,4,8,Neutros
1307,2307,MEX,14/08/2021,Cynthia Johnson,8,3,10,Promotores
1308,2308,MEX,02/10/2021,Gabriel Short,10,4,8,Neutros
1309,2309,UK,25/09/2021,Michael Burnett,9,3,10,Promotores
1310,2310,US,21/01/2021,Adam Wall,1,1,5,Detratores
1311,2311,UK,24/07/2021,Sierra Little,7,3,5,Detratores
1312,2312,UK,20/11/2021,Linda Mckay,11,4,10,Promotores
1313,2313,UK,09/01/2021,Debbie Ho,1,1,10,Promotores
1314,2314,UK,27/11/2021,Margaret Park,11,4,10,Promotores
1315,2315,US,25/09/2021,Rebecca Reynolds,9,3,9,Promotores
1316,2316,UK,10/05/2021,Courtney Walker,5,2,8,Neutros
1317,2317,UK,02/05/2021,Tyler Johnson,5,2,5,Detratores
1318,2318,MEX,03/12/2021,Larry Mcmahon,12,4,1,Detratores
1319,2319,MEX,03/10/2021,Suzanne Navarro,10,4,7,Neutros
1320,2320,MEX,26/12/2021,Jessica Roberson,12,4,10,Promotores
1321,2321,MEX,09/10/2021,William Knapp,10,4,8,Neutros
1322,2322,UK,02/02/2021,William Thornton,2,1,7,Neutros
1323,2323,US,11/09/2021,Marcus Madden,9,3,10,Promotores
1324,2324,MEX,03/11/2021,Crystal Ortiz,11,4,9,Promotores
1325,2325,US,12/06/2021,Ms. Penny Little,6,2,2,Detratores
1326,2326,US,03/01/2021,Ryan Hart,1,1,10,Promotores
1327,2327,MEX,06/11/2021,Jessica Ochoa,11,4,10,Promotores
1328,2328,US,21/08/2021,Mark Scott,8,3,0,Detratores
1329,2329,UK,01/11/2021,Stephanie Lane,11,4,7,Neutros
1330,2330,UK,23/08/2021,Scott Velazquez,8,3,5,Detratores
1331,2331,US,05/02/2021,John Holmes,2,1,10,Promotores
1332,2332,UK,29/06/2021,Hannah Jones,6,2,9,Promotores
1333,2333,US,23/05/2021,Jacob Young,5,2,10,Promotores
1334,2334,US,09/01/2021,Anna Alvarado,1,1,0,Detratores
1335,2335,MEX,31/01/2021,Kristi Jacobs,1,1,8,Neutros
1336,2336,UK,16/11/2021,Michelle Vega,11,4,9,Promotores
1337,2337,UK,23/11/2021,Eric Clark,11,4,4,Detratores
1338,2338,MEX,12/12/2021,Rachel Stephenson,12,4,9,Promotores
1339,2339,US,10/04/2021,Stacey Park,4,2,10,Promotores
1340,2340,MEX,29/09/2021,Cathy Brown,9,3,3,Detratores
1341,2341,US,02/04/2021,Patrick Klein,4,2,8,Neutros
1342,2342,UK,11/05/2021,Luis Matthews,5,2,0,Detratores
1343,2343,UK,24/07/2021,Steven Eaton,7,3,10,Promotores
1344,2344,US,13/04/2021,Brittany Williams,4,2,9,Promotores
1345,2345,US,20/10/2021,William Brown,10,4,10,Promotores
1346,2346,UK,12/08/2021,Kelly Cox,8,3,10,Promotores
1347,2347,UK,09/10/2021,Jesse Bush,10,4,8,Neutros
1348,2348,UK,19/10/2021,Crystal Rivera,10,4,5,Detratores
1349,2349,MEX,04/09/2021,Jamie Garner,9,3,9,Promotores
1350,2350,MEX,10/03/2021,Nicholas Goodwin,3,1,0,Detratores
1351,2351,US,20/03/2021,Travis Liu,3,1,8,Neutros
1352,2352,UK,13/11/2021,Karen Harrell,11,4,9,Promotores
1353,2353,MEX,06/01/2021,Joseph Miller,1,1,9,Promotores
1354,2354,UK,25/06/2021,Jessica Nguyen,6,2,9,Promotores
1355,2355,US,06/12/2021,Ian Curry,12,4,10,Promotores
1356,2356,UK,07/03/2021,Lisa Espinoza,3,1,8,Neutros
1357,2357,UK,20/04/2021,John Castillo,4,2,6,Detratores
1358,2358,US,28/08/2021,Gloria Baker,8,3,8,Neutros
1359,2359,MEX,16/05/2021,Denise Alvarado,5,2,9,Promotores
1360,2360,UK,02/10/2021,Jennifer Patel,10,4,10,Promotores
1361,2361,US,09/09/2021,Edward Casey,9,3,10,Promotores
1362,2362,US,24/03/2021,Christina Neal,3,1,7,Neutros
1363,2363,US,21/01/2021,Amanda Smith,1,1,10,Promotores
1364,2364,MEX,31/10/2021,Lauren Smith,10,4,3,Detratores
1365,2365,US,13/06/2021,Lisa Rojas,6,2,5,Detratores
1366,2366,MEX,04/10/2021,Miguel Dodson,10,4,10,Promotores
1367,2367,UK,19/11/2021,Kevin Williamson,11,4,8,Neutros
1368,2368,MEX,07/08/2021,Clayton Simmons,8,3,10,Promotores
1369,2369,MEX,27/08/2021,Alexandra Davis,8,3,9,Promotores
1370,2370,MEX,21/02/2021,Shannon Moore,2,1,8,Neutros
1371,2371,MEX,08/07/2021,Amanda Jones,7,3,5,Detratores
1372,2372,MEX,18/03/2021,Mary Taylor,3,1,3,Detratores
1373,2373,UK,27/06/2021,Mary Fox,6,2,8,Neutros
1374,2374,US,02/12/2021,Hannah Hill,12,4,0,Detratores
1375,2375,UK,08/08/2021,Jay Harris,8,3,10,Promotores
1376,2376,US,12/11/2021,Scott Schneider,11,4,10,Promotores
1377,2377,MEX,17/10/2021,Sydney Morrow,10,4,9,Promotores
1378,2378,US,28/08/2021,Jennifer Melton,8,3,10,Promotores
1379,2379,MEX,09/04/2021,Eric Keith,4,2,9,Promotores
1380,2380,US,07/05/2021,Dr. John Perkins MD,5,2,10,Promotores
1381,2381,MEX,09/03/2021,Jessica Nelson,3,1,9,Promotores
1382,2382,UK,19/01/2021,Jasmine Brady,1,1,8,Neutros
1383,2383,US,19/09/2021,Sarah Gomez,9,3,7,Neutros
1384,2384,UK,03/10/2021,Dr. James Davila,10,4,8,Neutros
1385,2385,MEX,06/06/2021,Lisa Kim,6,2,5,Detratores
1386,2386,US,02/11/2021,Tyler Gonzalez,11,4,8,Neutros
1387,2387,US,18/01/2021,Ricky Evans,1,1,0,Detratores
1388,2388,US,10/11/2021,Pamela Bonilla,11,4,0,Detratores
1389,2389,UK,05/11/2021,Bradley Gomez,11,4,10,Promotores
1390,2390,MEX,08/08/2021,Antonio Koch,8,3,0,Detratores
1391,2391,US,22/07/2021,Karen Mendez,7,3,6,Detratores
1392,2392,MEX,05/06/2021,Sandra Robinson,6,2,10,Promotores
1393,2393,MEX,31/05/2021,Amy Sandoval,5,2,10,Promotores
1394,2394,MEX,13/11/2021,Regina White,11,4,10,Promotores
1395,2395,UK,02/10/2021,David Russell,10,4,10,Promotores
1396,2396,UK,30/10/2021,Selena Ray,10,4,10,Promotores
1397,2397,UK,14/09/2021,Gerald Haas,9,3,8,Neutros
1398,2398,MEX,25/06/2021,Lynn Johnson,6,2,10,Promotores
1399,2399,US,23/08/2021,Tammie Davis,8,3,3,Detratores
1400,2400,UK,11/12/2021,Crystal Garcia,12,4,10,Promotores
1401,2401,UK,16/09/2021,Abigail Morse,9,3,10,Promotores
1402,2402,MEX,28/06/2021,David Price,6,2,9,Promotores
1403,2403,MEX,07/02/2021,Kayla Francis,2,1,9,Promotores
1404,2404,MEX,01/10/2021,Brian Woods,10,4,0,Detratores
1405,2405,US,01/04/2021,Melissa Washington,4,2,10,Promotores
1406,2406,US,26/10/2021,Daniel Perez,10,4,3,Detratores
1407,2407,UK,02/09/2021,Heather Sims,9,3,5,Detratores
1408,2408,UK,03/01/2021,Jenna Ross,1,1,10,Promotores
1409,2409,UK,26/05/2021,Dale Andrews,5,2,10,Promotores
1410,2410,UK,02/07/2021,John Preston,7,3,10,Promotores
1411,2411,UK,28/06/2021,Jonathan Mitchell,6,2,9,Promotores
1412,2412,UK,13/11/2021,Juan Acevedo,11,4,6,Detratores
1413,2413,MEX,07/08/2021,David Jones,8,3,0,Detratores
1414,2414,UK,16/01/2021,Andrew Jennings DVM,1,1,7,Neutros
1415,2415,UK,07/02/2021,Brittany White,2,1,5,Detratores
1416,2416,UK,17/06/2021,Christina Archer,6,2,10,Promotores
1417,2417,UK,05/05/2021,Maureen Rivera,5,2,6,Detratores
1418,2418,MEX,19/04/2021,Anthony Mcbride,4,2,0,Detratores
1419,2419,UK,10/07/2021,Paul Wright,7,3,10,Promotores
1420,2420,MEX,01/08/2021,Mark Newton,8,3,10,Promotores
1421,2421,US,07/09/2021,Mr. John Nguyen,9,3,1,Detratores
1422,2422,UK,19/04/2021,Christopher Hunt,4,2,10,Promotores
1423,2423,UK,30/04/2021,Christopher Carpenter,4,2,8,Neutros
1424,2424,MEX,23/06/2021,Mrs. Jasmine Mclaughlin,6,2,10,Promotores
1425,2425,MEX,12/05/2021,Carmen Salazar,5,2,10,Promotores
1426,2426,MEX,13/03/2021,John Flores,3,1,9,Promotores
1427,2427,MEX,18/10/2021,Amanda Campbell,10,4,0,Detratores
1428,2428,UK,02/09/2021,Tracy Waters,9,3,6,Detratores
1429,2429,US,02/06/2021,Teresa Nguyen,6,2,7,Neutros
1430,2430,MEX,06/07/2021,Vincent Fernandez,7,3,10,Promotores
1431,2431,US,19/05/2021,Sean Cooper,5,2,4,Detratores
1432,2432,US,25/03/2021,Kim Barnes,3,1,10,Promotores
1433,2433,MEX,12/05/2021,Robert Hawkins,5,2,0,Detratores
1434,2434,US,11/04/2021,Nicole Santiago,4,2,5,Detratores
1435,2435,UK,28/03/2021,Hannah Avery,3,1,7,Neutros
1436,2436,US,10/05/2021,Carol Franklin,5,2,10,Promotores
1437,2437,US,06/10/2021,Dawn Day,10,4,10,Promotores
1438,2438,UK,10/12/2021,George Jones,12,4,10,Promotores
1439,2439,UK,19/02/2021,Donna Torres,2,1,8,Neutros
1440,2440,MEX,12/11/2021,David Cox,11,4,10,Promotores
1441,2441,MEX,17/09/2021,Matthew Thornton,9,3,9,Promotores
1442,2442,MEX,07/09/2021,Jerry Carey,9,3,8,Neutros
1443,2443,MEX,02/07/2021,Deborah Morris,7,3,8,Neutros
1444,2444,US,06/10/2021,Austin Rose,10,4,7,Neutros
1445,2445,UK,10/11/2021,Shannon Cordova,11,4,10,Promotores
1446,2446,UK,14/05/2021,Jessica Miller,5,2,5,Detratores
1447,2447,UK,10/01/2021,Sharon Patterson,1,1,7,Neutros
1448,2448,MEX,17/02/2021,Michael Beck,2,1,8,Neutros
1449,2449,US,24/03/2021,Maria Thornton,3,1,3,Detratores
1450,2450,MEX,20/06/2021,Mark Davis Jr.,6,2,9,Promotores
1451,2451,UK,05/08/2021,Howard Lynch,8,3,8,Neutros
1452,2452,US,20/03/2021,Jaime Chang,3,1,9,Promotores
1453,2453,MEX,04/01/2021,Jacob Bradshaw,1,1,6,Detratores
1454,2454,MEX,07/03/2021,Shannon Christian,3,1,5,Detratores
1455,2455,US,01/10/2021,John Obrien,10,4,3,Detratores
1456,2456,MEX,19/01/2021,Sara Hernandez,1,1,0,Detratores
1457,2457,US,26/12/2021,Jason Barber,12,4,10,Promotores
1458,2458,MEX,05/01/2021,Duane Blake,1,1,10,Promotores
1459,2459,US,29/12/2021,Laurie Walker,12,4,8,Neutros
1460,2460,UK,01/08/2021,Breanna Medina,8,3,10,Promotores
1461,2461,UK,09/08/2021,Monica Delgado,8,3,10,Promotores
1462,2462,UK,22/08/2021,Priscilla Morgan,8,3,7,Neutros
1463,2463,UK,15/05/2021,Matthew Carroll,5,2,6,Detratores
1464,2464,US,07/08/2021,Rebecca Johnson,8,3,9,Promotores
1465,2465,MEX,26/09/2021,Anna Shields,9,3,10,Promotores
1466,2466,UK,02/09/2021,Amanda Williams,9,3,10,Promotores
1467,2467,MEX,03/01/2021,Carol Moore,1,1,8,Neutros
1468,2468,US,17/09/2021,Sean Sampson,9,3,7,Neutros
1469,2469,US,02/01/2021,Allen Lang,1,1,5,Detratores
1470,2470,MEX,27/05/2021,Jennifer Allen,5,2,9,Promotores
1471,2471,UK,14/10/2021,Melissa Oliver,10,4,6,Detratores
1472,2472,US,25/12/2021,Sharon Mccarthy,12,4,3,Detratores
1473,2473,UK,12/03/2021,Kristy Kramer,3,1,0,Detratores
1474,2474,US,03/10/2021,Jonathon Thomas,10,4,5,Detratores
1475,2475,UK,19/01/2021,Crystal Lopez,1,1,8,Neutros
1476,2476,MEX,15/07/2021,Chris Chung,7,3,5,Detratores
1477,2477,MEX,14/02/2021,Joshua Juarez,2,1,10,Promotores
1478,2478,UK,14/08/2021,Dylan Garcia,8,3,5,Detratores
1479,2479,MEX,29/10/2021,Jose Joseph,10,4,5,Detratores
1480,2480,MEX,05/12/2021,Troy Proctor,12,4,9,Promotores
1481,2481,US,19/04/2021,Molly Davis,4,2,0,Detratores
1482,2482,UK,29/08/2021,Alexandra Campbell,8,3,0,Detratores
1483,2483,MEX,02/01/2021,Judy Tapia,1,1,3,Detratores
1484,2484,MEX,30/12/2021,Brandon Newman,12,4,10,Promotores
1485,2485,MEX,03/05/2021,Michael Lowe,5,2,10,Promotores
1486,2486,UK,07/04/2021,Jennifer Adams,4,2,7,Neutros
1487,2487,US,27/11/2021,Mary Dixon,11,4,8,Neutros
1488,2488,UK,15/05/2021,Megan Morse,5,2,4,Detratores
1489,2489,UK,06/09/2021,David Montgomery,9,3,10,Promotores
1490,2490,UK,24/02/2021,Chase Greene,2,1,9,Promotores
1491,2491,MEX,09/07/2021,Jamie Ramirez,7,3,10,Promotores
1492,2492,MEX,05/04/2021,Brian Oliver,4,2,9,Promotores
1493,2493,MEX,06/08/2021,Kathleen Rivera,8,3,8,Neutros
1494,2494,UK,30/10/2021,Cassandra Luna,10,4,3,Detratores
1495,2495,MEX,03/03/2021,Lawrence Martin,3,1,0,Detratores
1496,2496,US,24/08/2021,Diana Smith,8,3,10,Promotores
1497,2497,UK,05/12/2021,Pamela Reyes,12,4,8,Neutros
1498,2498,MEX,27/04/2021,Crystal Meza,4,2,8,Neutros
1499,2499,MEX,10/03/2021,Aaron Garrison,3,1,10,Promotores
1500,2500,UK,26/07/2021,Danielle Thompson,7,3,10,Promotores
1501,2501,UK,26/09/2021,Scott Jackson,9,3,6,Detratores
1502,2502,UK,15/05/2021,Bailey Rose,5,2,8,Neutros
1503,2503,MEX,20/06/2021,Craig Gamble,6,2,10,Promotores
1504,2504,UK,10/12/2021,Michael Lopez,12,4,4,Detratores
1505,2505,MEX,01/02/2021,Victoria Huynh,2,1,10,Promotores
1506,2506,US,30/09/2021,Cheryl Cummings,9,3,10,Promotores
1507,2507,US,03/10/2021,Jennifer Lloyd,10,4,8,Neutros
1508,2508,MEX,26/07/2021,Jacob Hebert,7,3,8,Neutros
1509,2509,MEX,24/01/2021,Laura Lee,1,1,6,Detratores
1510,2510,MEX,23/04/2021,Jose Green,4,2,10,Promotores
1511,2511,MEX,13/08/2021,Jason Ferguson,8,3,1,Detratores
1512,2512,US,04/08/2021,Angela Price,8,3,8,Neutros
1513,2513,US,24/06/2021,Jacqueline Parker,6,2,10,Promotores
1514,2514,MEX,16/09/2021,Janet Martin,9,3,4,Detratores
1515,2515,US,18/10/2021,Sharon Hooper,10,4,0,Detratores
1516,2516,UK,29/05/2021,Cheyenne Raymond,5,2,10,Promotores
1517,2517,US,01/10/2021,Kelsey Harrell,10,4,7,Neutros
1518,2518,UK,12/07/2021,Matthew Shaw,7,3,10,Promotores
1519,2519,UK,01/08/2021,Derek Ellis,8,3,10,Promotores
1520,2520,MEX,28/12/2021,Tiffany Flynn,12,4,7,Neutros
